home_team,away_team,year,week,total_home_score,total_away_score,game_date
MIA,NE,2008,12,28.0,48.0,2008-11-23
ARI,NYG,2008,12,29.0,37.0,2008-11-23
TEN,NYJ,2008,12,13.0,34.0,2008-11-23
DEN,LV,2008,12,10.0,31.0,2008-11-23
BAL,PHI,2008,12,36.0,7.0,2008-11-23
DAL,SF,2008,12,35.0,22.0,2008-11-23
DET,TB,2008,12,20.0,38.0,2008-11-23
SEA,WAS,2008,12,17.0,20.0,2008-11-23
PHI,ARI,2008,13,48.0,20.0,2008-11-27
LAC,ATL,2008,13,16.0,22.0,2008-11-30
CIN,BAL,2008,13,3.0,34.0,2008-11-30
GB,CAR,2008,13,31.0,35.0,2008-11-30
MIN,CHI,2008,13,34.0,14.0,2008-11-30
NYJ,DEN,2008,13,17.0,34.0,2008-11-30
CLE,IND,2008,13,6.0,10.0,2008-11-30
HOU,JAX,2008,13,30.0,17.0,2008-12-01
LV,KC,2008,13,13.0,20.0,2008-11-30
LA,MIA,2008,13,12.0,16.0,2008-11-30
TB,NO,2008,13,23.0,20.0,2008-11-30
WAS,NYG,2008,13,7.0,23.0,2008-11-30
NE,PIT,2008,13,10.0,33.0,2008-11-30
DAL,SEA,2008,13,34.0,9.0,2008-11-27
BUF,SF,2008,13,3.0,10.0,2008-11-30
DET,TEN,2008,13,10.0,47.0,2008-11-27
NO,ATL,2008,14,29.0,25.0,2008-12-07
IND,CIN,2008,14,35.0,3.0,2008-12-07
TEN,CLE,2008,14,28.0,9.0,2008-12-07
PIT,DAL,2008,14,20.0,13.0,2008-12-07
GB,HOU,2008,14,21.0,24.0,2008-12-07
CHI,JAX,2008,14,23.0,10.0,2008-12-07
DEN,KC,2008,14,24.0,17.0,2008-12-07
BUF,MIA,2008,14,3.0,16.0,2008-12-07
DET,MIN,2008,14,16.0,20.0,2008-12-07
SEA,NE,2008,14,21.0,24.0,2008-12-07
SF,NYJ,2008,14,24.0,14.0,2008-12-07
LAC,LV,2008,14,34.0,7.0,2008-12-04
NYG,PHI,2008,14,14.0,20.0,2008-12-07
ARI,LA,2008,14,34.0,10.0,2008-12-07
CAR,TB,2008,14,38.0,23.0,2008-12-08
BAL,WAS,2008,14,24.0,10.0,2008-12-07
NYJ,BUF,2008,15,31.0,27.0,2008-12-14
PHI,CLE,2008,15,30.0,10.0,2008-12-15
CAR,DEN,2008,15,30.0,10.0,2008-12-14
IND,DET,2008,15,31.0,21.0,2008-12-14
JAX,GB,2008,15,20.0,16.0,2008-12-14
ARI,MIN,2008,15,14.0,35.0,2008-12-14
LV,NE,2008,15,26.0,49.0,2008-12-14
CHI,NO,2008,15,27.0,24.0,2008-12-11
DAL,NYG,2008,15,20.0,8.0,2008-12-14
BAL,PIT,2008,15,9.0,13.0,2008-12-14
KC,LAC,2008,15,21.0,22.0,2008-12-14
LA,SEA,2008,15,20.0,23.0,2008-12-14
MIA,SF,2008,15,14.0,9.0,2008-12-14
ATL,TB,2008,15,13.0,10.0,2008-12-14
HOU,TEN,2008,15,13.0,12.0,2008-12-14
CIN,WAS,2008,15,20.0,13.0,2008-12-14
MIN,ATL,2008,16,17.0,24.0,2008-12-21
DAL,BAL,2008,16,24.0,33.0,2008-12-20
DEN,BUF,2008,16,23.0,30.0,2008-12-21
NYG,CAR,2008,16,34.0,28.0,2008-12-21
CLE,CIN,2008,16,0.0,14.0,2008-12-21
CHI,GB,2008,16,20.0,17.0,2008-12-22
LV,HOU,2008,16,27.0,16.0,2008-12-21
JAX,IND,2008,16,24.0,31.0,2008-12-18
KC,MIA,2008,16,31.0,38.0,2008-12-21
DET,NO,2008,16,7.0,42.0,2008-12-21
SEA,NYJ,2008,16,13.0,3.0,2008-12-21
WAS,PHI,2008,16,10.0,3.0,2008-12-21
TEN,PIT,2008,16,31.0,14.0,2008-12-21
TB,LAC,2008,16,24.0,41.0,2008-12-21
LA,SF,2008,16,16.0,17.0,2008-12-21
NO,CAR,2008,17,31.0,33.0,2008-12-28
HOU,CHI,2008,17,31.0,24.0,2008-12-28
PIT,CLE,2008,17,31.0,0.0,2008-12-28
PHI,DAL,2008,17,44.0,6.0,2008-12-28
LAC,DEN,2008,17,52.0,21.0,2008-12-28
GB,DET,2008,17,31.0,21.0,2008-12-28
BAL,JAX,2008,17,27.0,7.0,2008-12-28
CIN,KC,2008,17,16.0,6.0,2008-12-28
NYJ,MIA,2008,17,17.0,24.0,2008-12-28
BUF,NE,2008,17,0.0,13.0,2008-12-28
MIN,NYG,2008,17,20.0,19.0,2008-12-28
TB,LV,2008,17,24.0,31.0,2008-12-28
ARI,SEA,2008,17,34.0,21.0,2008-12-28
ATL,LA,2008,17,31.0,27.0,2008-12-28
IND,TEN,2008,17,23.0,0.0,2008-12-28
SF,WAS,2008,17,27.0,24.0,2008-12-28
PIT,JAX,2008,18,29.0,31.0,2008-01-05
TB,NYG,2008,18,14.0,24.0,2008-01-06
LAC,TEN,2008,18,17.0,6.0,2008-01-06
SEA,WAS,2008,18,35.0,14.0,2008-01-05
NE,JAX,2008,19,31.0,20.0,2008-01-12
DAL,NYG,2008,19,17.0,21.0,2008-01-13
IND,LAC,2008,19,24.0,28.0,2008-01-13
GB,SEA,2008,19,42.0,20.0,2008-01-12
GB,NYG,2008,20,20.0,23.0,2008-01-20
NE,LAC,2008,20,21.0,12.0,2008-01-20
NE,NYG,2008,21,14.0,17.0,2008-02-03
NE,BUF,2009,1,25.0,24.0,2009-09-14
GB,CHI,2009,1,21.0,15.0,2009-09-13
TB,DAL,2009,1,21.0,34.0,2009-09-13
CIN,DEN,2009,1,7.0,12.0,2009-09-13
NO,DET,2009,1,45.0,27.0,2009-09-13
IND,JAX,2009,1,14.0,12.0,2009-09-13
BAL,KC,2009,1,38.0,24.0,2009-09-13
ATL,MIA,2009,1,19.0,7.0,2009-09-13
CLE,MIN,2009,1,20.0,34.0,2009-09-13
HOU,NYJ,2009,1,7.0,24.0,2009-09-13
CAR,PHI,2009,1,10.0,38.0,2009-09-13
LV,LAC,2009,1,20.0,24.0,2009-09-14
ARI,SF,2009,1,16.0,20.0,2009-09-13
SEA,LA,2009,1,28.0,0.0,2009-09-13
PIT,TEN,2009,1,13.0,10.0,2009-09-10
NYG,WAS,2009,1,23.0,17.0,2009-09-13
JAX,ARI,2009,2,17.0,31.0,2009-09-20
LAC,BAL,2009,2,26.0,31.0,2009-09-20
ATL,CAR,2009,2,28.0,20.0,2009-09-20
GB,CIN,2009,2,24.0,31.0,2009-09-20
DEN,CLE,2009,2,27.0,6.0,2009-09-20
TEN,HOU,2009,2,31.0,34.0,2009-09-20
MIA,IND,2009,2,23.0,27.0,2009-09-21
DET,MIN,2009,2,13.0,27.0,2009-09-20
NYJ,NE,2009,2,16.0,9.0,2009-09-20
PHI,NO,2009,2,22.0,48.0,2009-09-20
DAL,NYG,2009,2,31.0,33.0,2009-09-20
KC,LV,2009,2,10.0,13.0,2009-09-20
CHI,PIT,2009,2,17.0,14.0,2009-09-20
SF,SEA,2009,2,23.0,10.0,2009-09-20
WAS,LA,2009,2,9.0,7.0,2009-09-20
BUF,TB,2009,2,33.0,20.0,2009-09-20
NE,ATL,2009,3,26.0,10.0,2009-09-27
DAL,CAR,2009,3,21.0,7.0,2009-09-28
SEA,CHI,2009,3,19.0,25.0,2009-09-27
BAL,CLE,2009,3,34.0,3.0,2009-09-27
LV,DEN,2009,3,3.0,23.0,2009-09-27
LA,GB,2009,3,17.0,36.0,2009-09-27
ARI,IND,2009,3,10.0,31.0,2009-09-27
HOU,JAX,2009,3,24.0,31.0,2009-09-27
PHI,KC,2009,3,34.0,14.0,2009-09-27
LAC,MIA,2009,3,23.0,13.0,2009-09-27
BUF,NO,2009,3,7.0,27.0,2009-09-27
TB,NYG,2009,3,0.0,24.0,2009-09-27
CIN,PIT,2009,3,23.0,20.0,2009-09-27
MIN,SF,2009,3,27.0,24.0,2009-09-27
NYJ,TEN,2009,3,24.0,17.0,2009-09-27
DET,WAS,2009,3,19.0,14.0,2009-09-27
NE,BAL,2009,4,27.0,21.0,2009-10-04
MIA,BUF,2009,4,38.0,10.0,2009-10-04
CLE,CIN,2009,4,20.0,23.0,2009-10-04
DEN,DAL,2009,4,17.0,10.0,2009-10-04
CHI,DET,2009,4,48.0,24.0,2009-10-04
MIN,GB,2009,4,30.0,23.0,2009-10-05
KC,NYG,2009,4,16.0,27.0,2009-10-04
NO,NYJ,2009,4,24.0,10.0,2009-10-04
HOU,LV,2009,4,29.0,6.0,2009-10-04
PIT,LAC,2009,4,38.0,28.0,2009-10-04
IND,SEA,2009,4,34.0,17.0,2009-10-04
SF,LA,2009,4,35.0,0.0,2009-10-04
WAS,TB,2009,4,16.0,13.0,2009-10-04
JAX,TEN,2009,4,37.0,17.0,2009-10-04
SF,ATL,2009,5,10.0,45.0,2009-10-11
BAL,CIN,2009,5,14.0,17.0,2009-10-11
BUF,CLE,2009,5,3.0,6.0,2009-10-11
KC,DAL,2009,5,20.0,26.0,2009-10-11
ARI,HOU,2009,5,28.0,21.0,2009-10-11
TEN,IND,2009,5,9.0,31.0,2009-10-11
SEA,JAX,2009,5,41.0,0.0,2009-10-11
LA,MIN,2009,5,10.0,38.0,2009-10-11
DEN,NE,2009,5,20.0,17.0,2009-10-11
MIA,NYJ,2009,5,31.0,27.0,2009-10-12
NYG,LV,2009,5,44.0,7.0,2009-10-11
DET,PIT,2009,5,20.0,28.0,2009-10-11
PHI,TB,2009,5,33.0,14.0,2009-10-11
CAR,WAS,2009,5,20.0,17.0,2009-10-11
SEA,ARI,2009,6,3.0,27.0,2009-10-18
MIN,BAL,2009,6,33.0,31.0,2009-10-18
NYJ,BUF,2009,6,13.0,16.0,2009-10-18
TB,CAR,2009,6,21.0,28.0,2009-10-18
ATL,CHI,2009,6,21.0,14.0,2009-10-18
PIT,CLE,2009,6,27.0,14.0,2009-10-18
LAC,DEN,2009,6,23.0,34.0,2009-10-19
GB,DET,2009,6,26.0,0.0,2009-10-18
CIN,HOU,2009,6,17.0,28.0,2009-10-18
WAS,KC,2009,6,6.0,14.0,2009-10-18
NO,NYG,2009,6,48.0,27.0,2009-10-18
LV,PHI,2009,6,13.0,9.0,2009-10-18
JAX,LA,2009,6,23.0,20.0,2009-10-18
NE,TEN,2009,6,59.0,0.0,2009-10-18
NYG,ARI,2009,7,17.0,24.0,2009-10-25
DAL,ATL,2009,7,37.0,21.0,2009-10-25
CAR,BUF,2009,7,9.0,20.0,2009-10-25
CIN,CHI,2009,7,45.0,10.0,2009-10-25
CLE,GB,2009,7,3.0,31.0,2009-10-25
LA,IND,2009,7,6.0,42.0,2009-10-25
PIT,MIN,2009,7,27.0,17.0,2009-10-25
TB,NE,2009,7,7.0,35.0,2009-10-25
MIA,NO,2009,7,34.0,46.0,2009-10-25
LV,NYJ,2009,7,0.0,38.0,2009-10-25
WAS,PHI,2009,7,17.0,27.0,2009-10-26
KC,LAC,2009,7,7.0,37.0,2009-10-25
HOU,SF,2009,7,24.0,21.0,2009-10-25
NO,ATL,2009,8,35.0,27.0,2009-11-02
ARI,CAR,2009,8,21.0,34.0,2009-11-01
CHI,CLE,2009,8,30.0,6.0,2009-11-01
BAL,DEN,2009,8,30.0,7.0,2009-11-01
BUF,HOU,2009,8,10.0,31.0,2009-11-01
TEN,JAX,2009,8,30.0,13.0,2009-11-01
NYJ,MIA,2009,8,25.0,30.0,2009-11-01
GB,MIN,2009,8,26.0,38.0,2009-11-01
PHI,NYG,2009,8,40.0,17.0,2009-11-01
LAC,LV,2009,8,24.0,16.0,2009-11-01
DAL,SEA,2009,8,38.0,17.0,2009-11-01
IND,SF,2009,8,18.0,14.0,2009-11-01
DET,LA,2009,8,10.0,17.0,2009-11-01
CHI,ARI,2009,9,21.0,41.0,2009-11-08
CIN,BAL,2009,9,17.0,7.0,2009-11-08
NO,CAR,2009,9,30.0,20.0,2009-11-08
PHI,DAL,2009,9,16.0,20.0,2009-11-08
SEA,DET,2009,9,32.0,20.0,2009-11-08
TB,GB,2009,9,38.0,28.0,2009-11-08
IND,HOU,2009,9,20.0,17.0,2009-11-08
JAX,KC,2009,9,24.0,21.0,2009-11-08
NE,MIA,2009,9,27.0,17.0,2009-11-08
DEN,PIT,2009,9,10.0,28.0,2009-11-09
NYG,LAC,2009,9,20.0,21.0,2009-11-08
SF,TEN,2009,9,27.0,34.0,2009-11-08
ATL,WAS,2009,9,31.0,17.0,2009-11-08
CAR,ATL,2009,10,28.0,19.0,2009-11-15
CLE,BAL,2009,10,0.0,16.0,2009-11-16
TEN,BUF,2009,10,41.0,17.0,2009-11-15
SF,CHI,2009,10,10.0,6.0,2009-11-12
PIT,CIN,2009,10,12.0,18.0,2009-11-15
GB,DAL,2009,10,17.0,7.0,2009-11-15
WAS,DEN,2009,10,27.0,17.0,2009-11-15
MIN,DET,2009,10,27.0,10.0,2009-11-15
NYJ,JAX,2009,10,22.0,24.0,2009-11-15
LV,KC,2009,10,10.0,16.0,2009-11-15
IND,NE,2009,10,35.0,34.0,2009-11-15
LA,NO,2009,10,23.0,28.0,2009-11-15
LAC,PHI,2009,10,31.0,23.0,2009-11-15
ARI,SEA,2009,10,31.0,20.0,2009-11-15
MIA,TB,2009,10,25.0,23.0,2009-11-15
LA,ARI,2009,11,13.0,21.0,2009-11-22
NYG,ATL,2009,11,34.0,31.0,2009-11-22
JAX,BUF,2009,11,18.0,15.0,2009-11-22
LV,CIN,2009,11,20.0,17.0,2009-11-22
DET,CLE,2009,11,38.0,37.0,2009-11-22
BAL,IND,2009,11,15.0,17.0,2009-11-22
CAR,MIA,2009,11,17.0,24.0,2009-11-19
TB,NO,2009,11,7.0,38.0,2009-11-22
NE,NYJ,2009,11,31.0,14.0,2009-11-22
CHI,PHI,2009,11,20.0,24.0,2009-11-22
KC,PIT,2009,11,27.0,24.0,2009-11-22
DEN,LAC,2009,11,3.0,32.0,2009-11-22
MIN,SEA,2009,11,35.0,9.0,2009-11-22
GB,SF,2009,11,30.0,24.0,2009-11-22
HOU,TEN,2009,11,17.0,20.0,2009-11-23
DAL,WAS,2009,11,7.0,6.0,2009-11-22
TEN,ARI,2009,12,20.0,17.0,2009-11-29
NYJ,CAR,2009,12,17.0,6.0,2009-11-29
MIN,CHI,2009,12,36.0,10.0,2009-11-29
CIN,CLE,2009,12,16.0,7.0,2009-11-29
DET,GB,2009,12,12.0,34.0,2009-11-26
HOU,IND,2009,12,27.0,35.0,2009-11-29
SF,JAX,2009,12,20.0,3.0,2009-11-29
LAC,KC,2009,12,43.0,14.0,2009-11-29
BUF,MIA,2009,12,31.0,14.0,2009-11-29
NO,NE,2009,12,38.0,17.0,2009-11-30
DEN,NYG,2009,12,26.0,6.0,2009-11-26
DAL,LV,2009,12,24.0,7.0,2009-11-26
BAL,PIT,2009,12,20.0,17.0,2009-11-29
LA,SEA,2009,12,17.0,27.0,2009-11-29
ATL,TB,2009,12,20.0,17.0,2009-11-29
PHI,WAS,2009,12,27.0,24.0,2009-11-29
GB,BAL,2009,13,27.0,14.0,2009-12-07
NYG,DAL,2009,13,31.0,24.0,2009-12-06
KC,DEN,2009,13,13.0,44.0,2009-12-06
CIN,DET,2009,13,23.0,13.0,2009-12-06
JAX,HOU,2009,13,23.0,18.0,2009-12-06
ARI,MIN,2009,13,30.0,17.0,2009-12-06
MIA,NE,2009,13,22.0,21.0,2009-12-06
WAS,NO,2009,13,30.0,33.0,2009-12-06
BUF,NYJ,2009,13,13.0,19.0,2009-12-03
PIT,LV,2009,13,24.0,27.0,2009-12-06
ATL,PHI,2009,13,7.0,34.0,2009-12-06
CLE,LAC,2009,13,23.0,30.0,2009-12-06
SEA,SF,2009,13,20.0,17.0,2009-12-06
CHI,LA,2009,13,17.0,9.0,2009-12-06
CAR,TB,2009,13,16.0,6.0,2009-12-06
IND,TEN,2009,13,27.0,17.0,2009-12-06
SF,ARI,2009,14,24.0,9.0,2009-12-14
KC,BUF,2009,14,10.0,16.0,2009-12-13
NE,CAR,2009,14,20.0,10.0,2009-12-13
MIN,CIN,2009,14,30.0,10.0,2009-12-13
IND,DEN,2009,14,28.0,16.0,2009-12-13
BAL,DET,2009,14,48.0,3.0,2009-12-13
CHI,GB,2009,14,14.0,21.0,2009-12-13
JAX,MIA,2009,14,10.0,14.0,2009-12-13
ATL,NO,2009,14,23.0,26.0,2009-12-13
TB,NYJ,2009,14,3.0,26.0,2009-12-13
NYG,PHI,2009,14,38.0,45.0,2009-12-13
CLE,PIT,2009,14,13.0,6.0,2009-12-10
DAL,LAC,2009,14,17.0,20.0,2009-12-13
HOU,SEA,2009,14,34.0,7.0,2009-12-13
TEN,LA,2009,14,47.0,7.0,2009-12-13
LV,WAS,2009,14,13.0,34.0,2009-12-13
DET,ARI,2009,15,24.0,31.0,2009-12-20
NYJ,ATL,2009,15,7.0,10.0,2009-12-20
BAL,CHI,2009,15,31.0,7.0,2009-12-20
LAC,CIN,2009,15,27.0,24.0,2009-12-20
KC,CLE,2009,15,34.0,41.0,2009-12-20
NO,DAL,2009,15,17.0,24.0,2009-12-19
PIT,GB,2009,15,37.0,36.0,2009-12-20
LA,HOU,2009,15,13.0,16.0,2009-12-20
JAX,IND,2009,15,31.0,35.0,2009-12-17
TEN,MIA,2009,15,27.0,24.0,2009-12-20
CAR,MIN,2009,15,26.0,7.0,2009-12-20
BUF,NE,2009,15,10.0,17.0,2009-12-20
WAS,NYG,2009,15,12.0,45.0,2009-12-21
DEN,LV,2009,15,19.0,20.0,2009-12-20
PHI,SF,2009,15,27.0,13.0,2009-12-20
SEA,TB,2009,15,7.0,24.0,2009-12-20
PIT,BAL,2009,16,23.0,20.0,2009-12-27
ATL,BUF,2009,16,31.0,3.0,2009-12-27
NYG,CAR,2009,16,9.0,41.0,2009-12-27
WAS,DAL,2009,16,0.0,17.0,2009-12-27
PHI,DEN,2009,16,30.0,27.0,2009-12-27
SF,DET,2009,16,20.0,6.0,2009-12-27
MIA,HOU,2009,16,20.0,27.0,2009-12-27
NE,JAX,2009,16,35.0,7.0,2009-12-27
CIN,KC,2009,16,17.0,10.0,2009-12-27
CHI,MIN,2009,16,36.0,30.0,2009-12-28
IND,NYJ,2009,16,15.0,29.0,2009-12-27
CLE,LV,2009,16,23.0,9.0,2009-12-27
TEN,LAC,2009,16,17.0,42.0,2009-12-25
GB,SEA,2009,16,48.0,10.0,2009-12-27
ARI,LA,2009,16,31.0,10.0,2009-12-27
NO,TB,2009,16,17.0,20.0,2009-12-27
ARI,ATL,2009,18,30.0,24.0,2009-01-03
MIA,BAL,2009,18,9.0,27.0,2009-01-04
LAC,IND,2009,18,23.0,17.0,2009-01-03
MIN,PHI,2009,18,14.0,26.0,2009-01-04
CAR,ARI,2009,19,13.0,33.0,2009-01-10
TEN,BAL,2009,19,10.0,13.0,2009-01-10
NYG,PHI,2009,19,11.0,23.0,2009-01-11
PIT,LAC,2009,19,35.0,24.0,2009-01-11
PIT,BAL,2009,20,23.0,14.0,2009-01-18
ARI,PHI,2009,20,32.0,25.0,2009-01-18
ARI,PIT,2009,21,23.0,27.0,2009-02-01
LA,ARI,2010,1,13.0,17.0,2010-09-12
PIT,ATL,2010,1,15.0,9.0,2010-09-12
NYJ,BAL,2010,1,9.0,10.0,2010-09-13
NYG,CAR,2010,1,31.0,18.0,2010-09-12
NE,CIN,2010,1,38.0,24.0,2010-09-12
TB,CLE,2010,1,17.0,14.0,2010-09-12
WAS,DAL,2010,1,13.0,7.0,2010-09-12
JAX,DEN,2010,1,24.0,17.0,2010-09-12
CHI,DET,2010,1,19.0,14.0,2010-09-12
PHI,GB,2010,1,20.0,27.0,2010-09-12
HOU,IND,2010,1,34.0,24.0,2010-09-12
BUF,MIA,2010,1,10.0,15.0,2010-09-12
NO,MIN,2010,1,14.0,9.0,2010-09-09
TEN,LV,2010,1,38.0,13.0,2010-09-12
KC,LAC,2010,1,21.0,14.0,2010-09-13
SEA,SF,2010,1,31.0,6.0,2010-09-12
ATL,ARI,2010,2,41.0,7.0,2010-09-19
CIN,BAL,2010,2,15.0,10.0,2010-09-19
GB,BUF,2010,2,34.0,7.0,2010-09-19
DAL,CHI,2010,2,20.0,27.0,2010-09-19
WAS,HOU,2010,2,27.0,30.0,2010-09-19
LAC,JAX,2010,2,38.0,13.0,2010-09-19
CLE,KC,2010,2,14.0,16.0,2010-09-19
MIN,MIA,2010,2,10.0,14.0,2010-09-19
NYJ,NE,2010,2,28.0,14.0,2010-09-19
SF,NO,2010,2,22.0,25.0,2010-09-20
IND,NYG,2010,2,38.0,14.0,2010-09-19
DET,PHI,2010,2,32.0,35.0,2010-09-19
TEN,PIT,2010,2,11.0,19.0,2010-09-19
DEN,SEA,2010,2,31.0,14.0,2010-09-19
LV,LA,2010,2,16.0,14.0,2010-09-19
CAR,TB,2010,2,7.0,20.0,2010-09-19
NO,ATL,2010,3,24.0,27.0,2010-09-26
NE,BUF,2010,3,38.0,30.0,2010-09-26
CAR,CIN,2010,3,7.0,20.0,2010-09-26
BAL,CLE,2010,3,24.0,17.0,2010-09-26
HOU,DAL,2010,3,13.0,27.0,2010-09-26
MIN,DET,2010,3,24.0,10.0,2010-09-26
CHI,GB,2010,3,20.0,17.0,2010-09-27
DEN,IND,2010,3,13.0,27.0,2010-09-26
MIA,NYJ,2010,3,23.0,31.0,2010-09-26
ARI,LV,2010,3,24.0,23.0,2010-09-26
JAX,PHI,2010,3,3.0,28.0,2010-09-26
TB,PIT,2010,3,13.0,38.0,2010-09-26
SEA,LAC,2010,3,27.0,20.0,2010-09-26
KC,SF,2010,3,31.0,10.0,2010-09-26
NYG,TEN,2010,3,10.0,29.0,2010-09-26
LA,WAS,2010,3,30.0,16.0,2010-09-26
LAC,ARI,2010,4,41.0,10.0,2010-10-03
PIT,BAL,2010,4,14.0,17.0,2010-10-03
NO,CAR,2010,4,16.0,14.0,2010-10-03
NYG,CHI,2010,4,17.0,3.0,2010-10-03
CLE,CIN,2010,4,23.0,20.0,2010-10-03
TEN,DEN,2010,4,20.0,26.0,2010-10-03
GB,DET,2010,4,28.0,26.0,2010-10-03
LV,HOU,2010,4,24.0,31.0,2010-10-03
JAX,IND,2010,4,31.0,28.0,2010-10-03
MIA,NE,2010,4,14.0,41.0,2010-10-04
BUF,NYJ,2010,4,14.0,38.0,2010-10-03
LA,SEA,2010,4,20.0,3.0,2010-10-03
ATL,SF,2010,4,16.0,14.0,2010-10-03
PHI,WAS,2010,4,12.0,17.0,2010-10-03
CLE,ATL,2010,5,10.0,20.0,2010-10-10
CAR,CHI,2010,5,6.0,23.0,2010-10-10
BAL,DEN,2010,5,31.0,17.0,2010-10-10
WAS,GB,2010,5,16.0,13.0,2010-10-10
BUF,JAX,2010,5,26.0,36.0,2010-10-10
IND,KC,2010,5,19.0,9.0,2010-10-10
NYJ,MIN,2010,5,29.0,20.0,2010-10-11
ARI,NO,2010,5,30.0,20.0,2010-10-10
HOU,NYG,2010,5,10.0,34.0,2010-10-10
SF,PHI,2010,5,24.0,27.0,2010-10-10
LV,LAC,2010,5,35.0,27.0,2010-10-10
DET,LA,2010,5,44.0,6.0,2010-10-10
CIN,TB,2010,5,21.0,24.0,2010-10-10
DAL,TEN,2010,5,27.0,34.0,2010-10-10
PHI,ATL,2010,6,31.0,17.0,2010-10-17
NE,BAL,2010,6,23.0,20.0,2010-10-17
PIT,CLE,2010,6,28.0,10.0,2010-10-17
MIN,DAL,2010,6,24.0,21.0,2010-10-17
NYG,DET,2010,6,28.0,20.0,2010-10-17
WAS,IND,2010,6,24.0,27.0,2010-10-17
HOU,KC,2010,6,35.0,31.0,2010-10-17
GB,MIA,2010,6,20.0,23.0,2010-10-17
TB,NO,2010,6,6.0,31.0,2010-10-17
DEN,NYJ,2010,6,20.0,24.0,2010-10-17
SF,LV,2010,6,17.0,9.0,2010-10-17
LA,LAC,2010,6,20.0,17.0,2010-10-17
CHI,SEA,2010,6,20.0,23.0,2010-10-17
JAX,TEN,2010,6,3.0,30.0,2010-10-18
SEA,ARI,2010,7,22.0,10.0,2010-10-24
BAL,BUF,2010,7,37.0,34.0,2010-10-24
ATL,CIN,2010,7,39.0,32.0,2010-10-24
NO,CLE,2010,7,17.0,30.0,2010-10-24
KC,JAX,2010,7,42.0,20.0,2010-10-24
GB,MIN,2010,7,28.0,24.0,2010-10-24
LAC,NE,2010,7,20.0,23.0,2010-10-24
DAL,NYG,2010,7,35.0,41.0,2010-10-25
DEN,LV,2010,7,14.0,59.0,2010-10-24
TEN,PHI,2010,7,37.0,19.0,2010-10-24
MIA,PIT,2010,7,22.0,23.0,2010-10-24
CAR,SF,2010,7,23.0,20.0,2010-10-24
TB,LA,2010,7,18.0,17.0,2010-10-24
CHI,WAS,2010,7,14.0,17.0,2010-10-24
KC,BUF,2010,8,13.0,10.0,2010-10-31
LA,CAR,2010,8,20.0,10.0,2010-10-31
SF,DEN,2010,8,24.0,16.0,2010-10-31
NYJ,GB,2010,8,0.0,9.0,2010-10-31
IND,HOU,2010,8,30.0,17.0,2010-11-01
DAL,JAX,2010,8,17.0,35.0,2010-10-31
CIN,MIA,2010,8,14.0,22.0,2010-10-31
NE,MIN,2010,8,28.0,18.0,2010-10-31
NO,PIT,2010,8,20.0,10.0,2010-10-31
LV,SEA,2010,8,33.0,3.0,2010-10-31
ARI,TB,2010,8,35.0,38.0,2010-10-31
LAC,TEN,2010,8,33.0,25.0,2010-10-31
DET,WAS,2010,8,37.0,25.0,2010-10-31
MIN,ARI,2010,9,27.0,24.0,2010-11-07
BUF,CHI,2010,9,19.0,22.0,2010-11-07
GB,DAL,2010,9,45.0,7.0,2010-11-07
PHI,IND,2010,9,26.0,24.0,2010-11-07
LV,KC,2010,9,23.0,20.0,2010-11-07
BAL,MIA,2010,9,26.0,10.0,2010-11-07
CLE,NE,2010,9,34.0,14.0,2010-11-07
CAR,NO,2010,9,3.0,34.0,2010-11-07
SEA,NYG,2010,9,7.0,41.0,2010-11-07
DET,NYJ,2010,9,20.0,23.0,2010-11-07
CIN,PIT,2010,9,21.0,27.0,2010-11-08
HOU,LAC,2010,9,23.0,29.0,2010-11-07
ATL,TB,2010,9,27.0,21.0,2010-11-07
ATL,BAL,2010,10,26.0,21.0,2010-11-11
TB,CAR,2010,10,31.0,16.0,2010-11-14
IND,CIN,2010,10,23.0,17.0,2010-11-14
NYG,DAL,2010,10,20.0,33.0,2010-11-14
BUF,DET,2010,10,14.0,12.0,2010-11-14
JAX,HOU,2010,10,31.0,24.0,2010-11-14
DEN,KC,2010,10,49.0,29.0,2010-11-14
CHI,MIN,2010,10,27.0,13.0,2010-11-14
PIT,NE,2010,10,26.0,39.0,2010-11-14
CLE,NYJ,2010,10,20.0,26.0,2010-11-14
WAS,PHI,2010,10,28.0,59.0,2010-11-15
ARI,SEA,2010,10,18.0,36.0,2010-11-14
SF,LA,2010,10,23.0,20.0,2010-11-14
MIA,TEN,2010,10,29.0,17.0,2010-11-14
KC,ARI,2010,11,31.0,13.0,2010-11-21
LA,ATL,2010,11,17.0,34.0,2010-11-21
CAR,BAL,2010,11,13.0,37.0,2010-11-21
CIN,BUF,2010,11,31.0,49.0,2010-11-21
MIA,CHI,2010,11,0.0,16.0,2010-11-18
JAX,CLE,2010,11,24.0,20.0,2010-11-21
LAC,DEN,2010,11,35.0,14.0,2010-11-22
DAL,DET,2010,11,35.0,19.0,2010-11-21
MIN,GB,2010,11,3.0,31.0,2010-11-21
NYJ,HOU,2010,11,30.0,27.0,2010-11-21
NE,IND,2010,11,31.0,28.0,2010-11-21
PHI,NYG,2010,11,27.0,17.0,2010-11-21
PIT,LV,2010,11,35.0,3.0,2010-11-21
NO,SEA,2010,11,34.0,19.0,2010-11-21
SF,TB,2010,11,0.0,21.0,2010-11-21
TEN,WAS,2010,11,16.0,19.0,2010-11-21
